Date,Close,target,5sma,25Sma,50Sma,val1,val2,val3,val4,val5
5/23/2022,396.920013,18.339997,395.2380002,412.0384008,428.699801,-16.80040064,-16.66140016,11.8311715,2.042789669,1.498314432
5/24/2022,393.890015,19.039978,392.3520018,409.9924011,428.2376013,-17.64039928,-18.24520022,6.742957162,2.077581148,0.774382066
5/25/2022,397.369995,12.220001,393.4540038,408.0988012,427.6616009,-14.64479744,-19.5627997,9.211870093,2.112614709,1.287074789
5/26/2022,405.309998,12.080017,396.6240052,406.7888012,427.055401,-10.16479604,-20.26659976,11.71638871,1.984978429,3.192096434
5/27/2022,415.26001,-4.720001,401.7500062,406.3576013,426.5392011,-4.60759508,-20.18159978,11.90415482,1.529265383,5.405823547
5/31/2022,412.929993,-1.139984,404.9520022,405.7344006,425.9074011,-0.7823984,-20.17300054,7.376102754,0.853077801,6.947770872
6/1/2022,409.589996,6.149994,408.0919984,405.4740002,425.2114008,2.6179982,-19.73740056,4.617374548,0.31338877,6.970300516
6/2/2022,417.390015,-6.170014,412.0960024,405.4788012,424.5674011,6.61720116,-19.0885999,3.281774713,0.493070547,6.477248259
6/3/2022,410.540009,-9.100007,413.1420046,404.7880017,423.9022016,8.35400292,-19.11419988,9.585428512,0.539818759,5.303502879
6/6/2022,411.790009,-21.990021,412.4480044,404.779602,423.1282019,7.66840236,-18.3485999,10.0050453,0.695976148,3.874275044
6/7/2022,415.73999,-40.73999,413.0100038,404.8300012,422.3892017,8.1800026,-17.5592005,7.676616259,0.836578743,2.373433813
6/8/2022,411.220001,-37.350006,413.3360048,404.623601,421.4954016,8.71240376,-16.8718006,7.708895071,0.977513278,0.812946084
6/9/2022,401.440002,-22.23999,410.1460022,403.5188012,420.2932019,6.627201,-16.77440072,5.860875519,0.997178212,0.808984197
6/10/2022,389.799988,-23.149994,405.997998,402.5584008,418.9152014,3.4395972,-16.35680064,10.43490897,0.782072605,2.095185335
6/13/2022,375,-9.140015,398.6399962,401.104801,417.3824011,-2.46480476,-16.27760018,17.81518905,0.51146619,4.600249504
6/14/2022,373.869995,1.200012,390.2659972,400.1328002,415.8014008,-9.86680304,-15.66860054,15.79623138,0.478029471,7.529464986
6/15/2022,379.200012,-4.809997,383.8619994,399.3372009,414.2494013,-15.47520148,-14.91220038,12.85995746,0.724081664,9.161331084
6/16/2022,366.649994,11.410004,376.9039978,398.2932006,412.5618012,-21.38920284,-14.26860052,9.172866185,0.898470383,9.918541366
6/17/2022,365.859985,24.220002,372.1159972,397.2340002,410.9486011,-25.118003,-13.71460088,12.75966663,1.033099199,9.038921808
6/21/2022,375.070007,13.519989,372.1299986,396.1680004,409.4746014,-24.03800184,-13.306601,14.71368413,0.942192524,6.407062035
6/22/2022,374.390015,6.259979,372.2340026,395.1400012,408.0110016,-22.9059986,-12.8710004,10.75411321,0.801449637,3.788527963
6/23/2022,378.059998,2.279998,372.0059998,393.9296008,406.7738013,-21.92360104,-12.84420046,12.78939468,0.602269178,1.524584115
6/24/2022,390.079987,-12.829987,376.6919984,393.8584009,405.8096009,-17.16640252,-11.95119994,13.418399,0.656893472,3.074097634
6/27/2022,388.589996,-7.350006,381.2380006,393.8236011,404.7152008,-12.58560052,-10.8915997,11.2847728,0.963600956,4.771583167
6/28/2022,380.649994,1.309997,382.353998,393.4644007,403.5724005,-11.11040268,-10.10799984,10.60470019,1.21716909,5.320452555
6/29/2022,380.339996,2.910004,383.5439942,392.8012,402.4198004,-9.2572058,-9.61860042,8.341851485,1.321677279,5.11905778
6/30/2022,377.25,11.73999,383.3819946,392.1355994,401.0640002,-8.7536048,-8.92840084,13.73510692,1.168214897,3.377650807
7/1/2022,381.23999,7.430023,381.6139952,391.4903992,399.7946002,-9.876404,-8.30420102,10.54869809,1.006519747,1.544144474
7/5/2022,381.959991,2.27002,380.2879942,390.5563989,398.6726001,-10.26840472,-8.11620116,7.800498641,0.848462734,0.910742918
7/6/2022,383.25,-2.420013,380.8079954,389.2759985,397.8167999,-8.46800312,-8.54080138,7.01044424,0.595567446,0.75159674
7/7/2022,388.98999,-10.160003,382.5379942,388.3183984,397.0263995,-5.7804042,-8.7080011,9.527342912,0.321010091,1.760653877
7/8/2022,388.670013,-10.760009,384.8219968,387.4815991,396.4777996,-2.65960228,-8.99620056,7.172569959,0.343260549,3.18570464
7/11/2022,384.230011,0.899994,385.420001,386.1551989,395.8170001,-0.73519792,-9.66180116,4.378422782,0.575395218,3.948501797
7/12/2022,380.829987,1.120025,385.1940002,384.966798,394.8773999,0.22720216,-9.91060182,5.392703252,0.597847618,3.60978954
7/13/2022,378.829987,13.440002,384.3099976,383.6483972,394.2139996,0.66160044,-10.56560244,8.537677398,0.73958384,2.635503652
7/14/2022,377.910004,16.859985,382.0940004,382.1351977,393.4825995,-0.04119732,-11.34740174,7.874140086,0.897077502,1.304549066
7/15/2022,385.130005,13.660004,381.3859988,381.0915979,392.8575995,0.29440092,-11.76600158,6.112630956,0.903077776,0.52084606
7/18/2022,381.950012,13.139984,380.929999,380.3119983,391.9153997,0.61800072,-11.60340146,5.831291272,0.780957561,0.291592654
7/19/2022,392.269989,3.300018,383.2179994,380.4107983,391.4845996,2.80720108,-11.07380124,9.946598077,0.473768746,1.120408064
7/20/2022,394.769989,-3.879974,386.4059998,381.2015979,391.1531994,5.20440192,-9.95160154,11.06535463,0.718670866,2.216732848
7/21/2022,398.790009,2.25,390.5820008,382.1983984,391.1655993,8.38360236,-8.9672009,7.594745528,1.188602696,3.384114011
7/22/2022,395.089996,10.980011,392.573999,382.8339978,391.0855993,9.7400012,-8.25160154,6.072240377,1.400465473,3.786611087
7/25/2022,395.570007,16.419983,395.297998,383.9907983,391.1419995,11.30719968,-7.15120116,5.133369378,1.512792205,3.44907947
7/26/2022,390.890015,19.879974,395.0220032,384.9919995,391.1129999,10.03000368,-6.12100034,8.635402815,1.501619855,2.328936105
7/27/2022,401.040009,7.019989,396.2760072,386.0307996,391.0994,10.2452076,-5.06860042,7.55236985,1.573178385,1.052717104
7/28/2022,406.070007,8.380005,397.7320068,387.2979993,391.2190002,10.43400752,-3.92100096,6.913780004,1.699017367,0.593455533
7/29/2022,411.98999,2.180023,401.1120056,388.655199,391.2923999,12.45680664,-2.63720094,7.939928817,1.777219211,0.999013362
8/1/2022,410.769989,2.700012,404.152002,389.482799,391.6706,14.66920296,-2.18780094,9.858019037,1.642197269,1.988000493
8/2/2022,408.059998,4.929992,407.5859986,390.2615991,392.0426001,17.32439948,-1.781001,7.073773175,1.354035691,2.997981258
8/3/2022,414.450012,-3.100006,410.2679992,391.6135998,392.5390003,18.65439936,-0.92540042,5.457541837,1.108193137,3.38215916
8/4/2022,414.170013,5.819977,411.8880004,392.9668005,392.8840003,18.92119988,0.08280026,7.219351043,1.081682796,2.776579581
8/5/2022,413.470001,6.519989,412.1840026,394.4156006,393.2756,17.76840204,1.14000058,7.144849412,1.362481453,1.692886555
8/8/2022,412.98999,14.110016,412.6280028,395.6856006,393.5879999,16.94240224,2.09760068,2.680628835,1.553972095,0.847811828
8/9/2022,411.350006,17.509979,413.2860044,396.8612012,393.7088,16.42480324,3.15240112,4.202384153,1.608232749,1.072152695
8/10/2022,419.98999,9.710022,414.394,398.3308008,393.8033996,16.06319924,4.52740112,3.47956124,1.727750198,1.14480699
8/11/2022,419.98999,6.660004,415.5579954,399.5708008,393.9445996,15.98719464,5.62620118,3.894488891,1.80627325,0.736522689
8/12/2022,427.100006,0.790009,418.2839964,401.1080005,394.2947998,17.17599592,6.8132007,6.112251645,1.883579221,0.526867394
8/15/2022,428.859985,-6.71997,421.4579954,402.8931994,394.5241992,18.56479596,8.36900026,8.027720063,2.014537466,1.071313211
8/16/2022,429.700012,-16.350006,425.1279966,404.8480004,394.9073992,20.27999616,9.9406012,5.006631031,2.153019951,1.82036222
8/17/2022,426.649994,-14.299988,426.4599974,406.7608007,395.2045989,19.69919668,11.55620178,4.810772161,2.373251177,1.771448714
8/18/2022,427.890015,-14.220002,428.0400024,408.7600012,395.4475994,19.28000124,13.31240172,6.501114241,2.55993811,1.196041419
8/19/2022,422.140015,-2.630005,427.0480042,410.2404016,395.6659997,16.80760264,14.57440184,9.14850622,2.498100641,1.339265733
8/22/2022,413.350006,-8.040008,423.9460084,411.4964013,395.9041998,12.44960708,15.59220152,10.54466106,2.277070595,3.22151038
8/23/2022,412.350006,-9.720001,420.4760072,412.299602,396.3552002,8.1764052,15.94440184,9.784035769,1.795741919,4.907520488
8/24/2022,413.670013,-15.460022,417.880011,413.055603,397.1286004,4.82440804,15.92700254,7.135751444,1.129877823,5.957128109
8/25/2022,419.51001,-24.330017,416.20401,413.884403,398.0414007,2.319607,15.84300228,5.876535585,0.577424037,5.821604073
8/26/2022,405.309998,-8.889985,412.8380066,414.2932031,398.5636004,-1.45519648,15.72960264,5.670999578,0.147228126,5.34147312
8/29/2022,402.630005,-10.390015,410.6940064,414.575603,399.2832007,-3.8815966,15.29240234,4.85534473,0.268116645,4.815571572
8/30/2022,398.209991,-7.449981,407.8660034,414.868402,399.9302008,-7.00239864,14.93820126,5.144318965,0.418573259,4.729574323
8/31/2022,395.179993,2.600006,404.1679994,414.6340014,400.3324005,-10.466002,14.3016009,8.25638126,0.627680572,4.929601848
9/1/2022,396.420013,3.959992,399.55,414.2480016,400.7730005,-14.69800164,13.47500118,6.823825757,0.882594228,5.255675344
9/2/2022,392.23999,14.360016,396.9359984,413.4580016,401.0566003,-16.52200324,12.40140134,6.442257975,1.166108701,5.242241778
9/6/2022,390.76001,20.209991,394.5619994,412.6576025,401.0702008,-18.09560308,11.58740172,6.864143377,1.364708252,4.555456007
9/7/2022,397.779999,-4.679993,394.476001,412.2464025,401.2540008,-17.77040152,10.9924017,9.637453701,1.35078775,3.119301413
9/8/2022,400.380005,-5.779999,395.5160034,411.6836022,401.648601,-16.16759884,10.0350012,6.774259865,1.316071075,1.360556584
9/9/2022,406.600006,-16.480011,397.552002,411.380802,402.1738012,-13.82879996,9.20700072,9.876853671,1.258412866,1.688452041
9/12/2022,410.970001,-25.410003,401.2980042,411.280802,402.8482013,-9.98279776,8.4326007,10.79037508,1.282436585,3.354933863
9/13/2022,393.100006,-4.550018,401.7660034,410.4852026,403.0854016,-8.7191992,7.39980102,9.915606677,1.39092643,3.888271281
9/14/2022,394.600006,-10.51001,401.1300048,409.8152026,403.3382019,-8.6851978,6.47700072,11.48978891,1.412764888,3.36024349
9/15/2022,390.119995,-12.72998,399.0780028,408.6204028,403.4756018,-9.5424,5.14480102,15.24722835,1.600500659,2.128586727
9/16/2022,385.559998,-11.339997,394.8700012,407.2432031,403.4070019,-12.37320192,3.83620118,17.13488664,1.815549541,1.509446757
9/19/2022,388.549988,-20.599976,390.3859986,405.7012024,403.4046014,-15.3152038,2.29660096,9.297175048,2.038355298,2.87945356
9/20/2022,384.089996,-19.779998,388.5839966,403.9104028,403.4018011,-15.32640624,0.5086017,8.58514369,2.34313206,3.119047505
9/21/2022,377.390015,-14.01001,385.1419984,401.818003,403.3330017,-16.67600456,-1.51499874,7.736492853,2.641692395,2.874421391
9/22/2022,374.220001,-3.690002,381.9619996,399.7208032,403.240802,-17.75880364,-3.51999874,7.655008535,2.933385211,2.020261347
9/23/2022,367.950012,-5.160003,378.4400024,397.3232031,403.0416021,-18.88320072,-5.71839902,5.758380456,3.173483664,1.553236679
9/26/2022,364.309998,-7.130005,373.5920044,395.0100024,402.625202,-21.41799804,-7.61519956,4.819658038,3.234183049,2.314153097
9/27/2022,363.380005,3.22998,369.4500062,393.0112024,402.2538019,-23.5611962,-9.24259946,4.223225634,3.095439596,2.803216048
9/28/2022,370.529999,7.440002,368.078003,391.3384021,401.8190021,-23.26039912,-10.48059994,6.896965838,2.773893971,2.589751037
9/29/2022,362.790009,14.299987,365.7920046,389.303202,401.1794025,-23.51119736,-11.8762005,7.941508299,2.408798425,2.017574781
9/30/2022,357.179993,16.020019,363.6380008,386.8100013,400.3472021,-23.17200048,-13.53720086,6.767504706,2.291797453,0.890953667
10/3/2022,366.609985,-3.819976,364.0979982,385.2620008,399.7776019,-21.16400256,-14.51560116,6.2163478,2.156049836,1.002821411
10/4/2022,377.970001,-17.950012,367.0159974,384.2756006,399.4256018,-17.2596032,-15.1500012,6.148695758,1.920664438,2.640215743
10/5/2022,377.089996,-19.350006,368.3279968,383.4308008,399.1496014,-15.102804,-15.71880062,8.882318797,1.511624283,3.715794401
10/6/2022,373.200012,-16.640014,370.4099974,382.5516016,398.5928015,-12.14160416,-16.04119992,9.333465582,0.9996773,4.46525816
10/7/2022,362.790009,3.179992,371.5320006,381.2064014,397.7272015,-9.6744008,-16.52080012,8.142286162,0.780142464,4.461510027
10/10/2022,360.019989,-2.389984,370.2140014,379.9176014,396.6878015,-9.70359996,-16.77020014,14.16106693,0.644132972,3.353309238
10/11/2022,357.73999,9.080017,366.1679992,378.5968006,395.6272015,-12.42880136,-17.03040096,16.94860295,0.533968872,2.254614125
10/12/2022,356.559998,14.570007,362.0619996,376.9480005,394.5972015,-14.88600092,-17.649201,14.96916512,0.597665719,2.176181698
10/13/2022,365.970001,2.529999,360.6159974,375.5716004,393.6276013,-14.95560296,-18.05600094,10.03026253,0.634267655,2.61662364
10/14/2022,357.630005,7.779999,359.5839966,373.6128003,392.4968011,-14.02880372,-18.88400082,10.29994043,0.842857812,2.204042619
10/17/2022,366.820007,7.470002,360.9440002,371.8468006,391.5638013,-10.90280036,-19.7170007,12.38076181,1.053395097,1.746035846
10/18/2022,371.130005,7.73999,363.6220032,370.9680005,390.7266016,-7.34599732,-19.75860104,11.99247884,0.9544495,3.284281371
10/19/2022,368.5,16.420013,366.0100036,369.9240003,389.8696014,-3.91399668,-19.94560116,6.547529417,0.793369634,4.621262306
10/20/2022,365.410004,16.609985,365.8980042,368.9356006,388.7780017,-3.03759644,-19.84240108,6.48150553,0.425834266,4.647646924
10/21/2022,374.290009,5.690002,369.230005,368.4848011,387.8640021,0.74520392,-19.37920102,4.306177082,0.21398273,4.425075996
10/24/2022,378.869995,10.149994,371.6400026,368.0976014,386.8994019,3.54240124,-18.80180052,4.286058403,0.467543449,4.23007131
10/25/2022,384.920013,1.289978,374.3980042,368.130802,386.0206024,6.26720216,-17.8898004,5.011529483,0.847335797,4.3107856
10/26/2022,382.019989,2.5,377.102002,368.316001,385.067002,8.786001,-16.75100098,4.850189549,1.234105666,4.627191927
10/27/2022,379.980011,-5.110016,380.0160034,368.5464014,384.1336023,11.469602,-15.58720092,5.289237162,1.535624277,4.221109603
10/28/2022,389.019989,-18.009979,382.9619994,369.3892005,383.3562018,13.57279892,-13.96700132,4.99690697,1.903467486,3.998055213
10/31/2022,386.209991,-9.859985,384.4299986,370.2652002,382.6376013,14.1647984,-12.37240112,6.696387358,2.19327189,3.318415861
11/1/2022,384.519989,-4.569977,384.3499938,371.1107996,382.061001,13.23919424,-10.95020142,6.255741767,2.345791223,2.179621714
11/2/2022,374.869995,7.130005,382.919995,371.2843994,381.3114008,11.6355956,-10.02700136,5.640455914,2.246339795,1.20179412
11/3/2022,371.01001,3.119995,381.1259948,371.6131994,380.4582007,9.51279536,-8.84500126,10.54221827,2.000621251,1.878253727
11/4/2022,376.350006,18.339996,378.5919982,372.38,379.5950006,6.21199824,-7.21500066,8.443839636,1.971828418,3.184319269
11/7/2022,379.950012,18.559998,377.3400024,372.913601,379.0878009,4.42640136,-6.17419986,7.568449378,1.963007662,3.669833591
11/8/2022,382,13.119995,376.8360046,373.074801,378.6752008,3.7612036,-5.6003998,9.142454217,1.844997594,3.371831343
11/9/2022,374.130005,24.359985,376.6880066,372.9564014,378.1936011,3.73160524,-5.23719972,10.05678852,1.453870378,2.444819404
11/10/2022,394.690002,0.76001,381.424005,373.816001,378.1838013,7.60800404,-4.3678003,10.89643835,1.062680926,1.705417469
11/11/2022,398.51001,-4.27002,385.8560058,375.244801,378.2256012,10.6112048,-2.9808002,9.995917159,1.244037336,3.01989617
11/14/2022,395.119995,0.910004,388.8900024,376.6488012,378.2832013,12.24120116,-1.63440006,6.838133392,1.647392953,3.882929459
11/15/2022,398.48999,-3.899994,392.1880004,378.2788012,378.4378009,13.90919916,-0.15899966,7.982127643,2.045444723,4.030252232
11/16/2022,395.450012,4.449982,396.4520018,379.8344018,378.3912012,16.6176,1.44320064,8.912719747,2.285165138,3.392967485
11/17/2022,394.23999,8.180023,396.3619994,380.9652014,378.2684009,15.39679804,2.6968005,12.0098693,2.283464127,2.402539902
11/18/2022,396.029999,6.299988,395.8659972,382.5012011,378.0570007,13.36479608,4.4442004,11.63893696,2.375922179,1.720468313
11/21/2022,394.589996,1.320008,395.7599974,383.6120007,377.7294006,12.14799672,5.88260006,11.87920244,2.387158526,1.748704967
11/22/2022,399.899994,-4.669983,396.0419982,384.7628002,377.8654004,11.27919796,6.89739986,3.667784465,2.23605488,2.222279061
11/23/2022,402.420013,5.25998,397.4359984,386.1196008,378.0218005,11.31639764,8.09780024,5.367002844,2.107515396,1.728612859
11/25/2022,402.329987,5.050018,399.0539978,387.5964001,378.2660004,11.45759772,9.33039972,4.786081023,1.897563182,0.884302799
11/28/2022,395.910004,11,399.0299988,388.4611999,378.4730005,10.56879892,9.9881994,4.740590507,1.689960073,0.562297363
11/29/2022,395.230011,4.359985,399.1580018,389.1156005,378.6066009,10.04240128,10.50899958,5.035095209,1.465553945,0.605775944
11/30/2022,407.679993,-13.850006,400.7140016,390.0259997,379.0784009,10.68800188,10.94759884,5.101339337,1.114659707,0.578356086
12/1/2022,407.380005,-14.220001,401.706,391.0404004,379.6782007,10.66559964,11.36219968,4.506814401,0.798032348,0.505896994
12/2/2022,406.910004,-10.670014,402.6220034,392.1176001,380.3320007,10.50440332,11.78559934,5.770804721,0.704046734,0.2630245
12/5/2022,399.589996,-6.309997,403.3580018,392.5404004,380.9648004,10.81760144,11.57559994,5.630015138,0.511130794,0.301475182
12/6/2022,393.829987,5.120025,403.077997,392.8452002,381.5552002,10.2327968,11.29,9.448013489,0.315203755,0.224553416
12/7/2022,393.160004,8.809997,400.1739992,393.1908008,382.1508002,6.9831984,11.04000062,11.70265048,0.283760597,1.612013743
12/8/2022,396.23999,3.160004,397.9459962,394.0456006,382.665,3.9003956,11.3806006,11.60349674,0.28309319,2.993650888
12/9/2022,393.279999,-3.649994,395.2199952,394.9364002,383.2747998,0.28359504,11.66160036,7.674146005,0.245357413,4.421386013
12/12/2022,398.950012,-15.680023,395.0919984,395.8404004,384.1102002,-0.748402,11.73020022,7.98483161,0.281711554,4.583427341
12/13/2022,401.970001,-21.950012,396.7200012,396.7212,384.8174005,-0.00119876,11.90379946,10.0006735,0.338625114,3.275417903
12/14/2022,399.399994,-18.859985,397.9679992,397.4171997,385.2460004,0.55079948,12.17119936,8.177395194,0.293184356,1.801433609
12/15/2022,389.630005,-3.399994,396.6460022,398.0371997,385.4968005,-1.39119752,12.54039918,6.260738114,0.35982319,0.79655596
12/16/2022,383.269989,-2.549988,394.6440002,397.5803992,385.6982001,-2.936399,11.88219912,9.643629944,0.318937957,1.35311689
12/19/2022,380.019989,2.890015,390.8579956,396.8407984,386.0427997,-5.98280276,10.79799868,12.81380826,0.650008116,2.626810913
12/20/2022,380.540009,0.859985,386.5719972,396.2575989,386.4532001,-9.68560172,9.80439884,10.69262545,1.121207483,4.026254053
12/21/2022,386.230011,-9.570007,383.9380006,395.7671998,387.0230005,-11.82919916,8.74419926,8.671520546,1.533544295,4.40238455
12/22/2022,380.720001,2.720001,382.1559998,395.1779993,387.5062006,-13.02199952,7.67179876,8.967675428,1.656317703,4.184640013
12/23/2022,382.910004,-0.480011,382.0840028,394.7247999,387.8450006,-12.64079708,6.87979926,10.94305599,1.578121156,2.902212686
12/27/2022,381.399994,-0.579987,382.3600038,394.1395997,388.3204004,-11.77959588,5.81919928,8.57538266,1.556807951,1.291491878
12/28/2022,376.660004,7.100006,381.5840028,393.4224,388.5172003,-11.8383972,4.90519966,4.770551977,1.508183391,0.572834016
12/29/2022,383.440002,-4.059997,381.026001,392.7640003,388.7634003,-11.73799932,4.00060004,5.200796878,1.474209308,0.589672686
12/30/2022,382.429993,5.649994,381.3679994,391.9643995,389.0420001,-10.59640012,2.92239938,5.141553912,1.539824342,0.729422412
1/3/2023,380.820007,7.039978,380.95,391.1040003,389.3502002,-10.15400032,1.75380012,4.75261127,1.601858073,0.788845659
1/4/2023,383.76001,6.819977,381.4220032,390.6180006,389.5396002,-9.19599736,1.07840034,6.120234896,1.569992177,1.111773289
1/5/2023,379.380005,16.139984,381.9660034,389.9840003,389.5498004,-8.01799692,0.4341999,4.196452049,1.432457412,1.410416023
1/6/2023,388.079987,8.880004,382.8940004,389.2000001,389.6129999,-6.30599968,-0.41299982,4.683468086,1.271446593,1.734512032
1/9/2023,387.859985,10.640015,383.9799988,388.4191993,389.7297998,-4.43920048,-1.31060054,5.069746161,1.208251626,2.286229125
1/10/2023,390.579987,7.190002,385.9319948,387.7659986,389.9417993,-1.8340038,-2.17580074,4.826731513,1.307140454,2.922473806
1/11/2023,395.519989,-4.029999,388.2839906,387.6031983,390.0717993,0.68079228,-2.46860102,7.165780777,1.210668233,3.473283362
1/12/2023,396.959991,-8.319976,391.7999878,387.7283985,390.2867993,4.07158932,-2.55840086,4.206135561,0.911814593,4.111726854
1/13/2023,398.5,-2.619995,393.8839904,387.9419983,390.5663996,5.94199208,-2.62440124,3.814171018,0.540493545,4.228158898
1/17/2023,397.769989,2.860016,395.8659912,388.0031983,391.0243994,7.86279292,-3.02120116,3.786497934,0.305102779,3.924373684
1/18/2023,391.48999,8.710022,396.0479918,387.9315979,391.433999,8.11639388,-3.50240112,7.401045894,0.428719682,3.072140295
1/19/2023,388.640015,11.709991,394.671997,387.519198,391.6797992,7.15279896,-4.16060118,8.485004823,0.66813097,1.659915666
1/20/2023,395.880005,8.869995,394.4559998,387.2755982,391.9983991,7.1804016,-4.72280088,7.993705971,0.847213789,0.844293548
1/23/2023,400.630005,5.049988,394.8820008,387.3247986,392.3709992,7.55720216,-5.04620054,6.069635515,0.837756275,0.421368195
1/24/2023,400.200012,0.389984,395.3680054,387.7475989,392.8923993,7.62040648,-5.1448004,6.596581191,0.684280302,0.392799821
1/25/2023,400.350006,6.130005,397.1400086,388.4307996,393.0055994,8.709209,-4.5747998,8.166991982,0.393826095,0.632250479
